latitude,longitude,risk_score,localidad,direccion,iluminacion_score,personas_score,data_source,downloaded_at
4.68520000018,-74.0774999997,0.2,Barrios Unidos,"AK 68 - AC 80, Bogotá, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6866999995,-74.0641999999,0.2,Barrios Unidos,"Barrios Unidos, Bogotá, Bogota, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68590000086,-74.0637999997,0.5,Barrios Unidos,"Barrios Unidos, Bogotá, Bogota, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68500000052,-74.0631999997,0.5,Barrios Unidos,"AV. Suba - CL 94C, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68420000002,-74.0629000003,0.1,Barrios Unidos,"Suba - Cl. 95 A - 3, Bogotá, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68370000087,-74.0630000001,0.5,Barrios Unidos,"Rio Negro, Bogotá, Bogota, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68370000087,-74.0630000001,0.5,Barrios Unidos,"Rio Negro, Bogotá, Bogota, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68239999935,-74.0636,0.5,Barrios Unidos,"Rio Negro, Bogotá, Bogota, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68180000037,-74.0639000004,0.5,Barrios Unidos,"Barrios Unidos, Bogotá, Bogota, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68080000021,-74.0647,0.2,Barrios Unidos,"AK 50 - Cl 91A, Bogotá, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67879999988,-74.0658999998,0.5,Barrios Unidos,"Barrios Unidos, Bogotá, Bogota, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68009999953,-74.0650000004,0.5,Barrios Unidos,"Rionegro, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68490000069,-74.0777000003,0.5,Barrios Unidos,"AK 68 - AC 80, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68490000069,-74.0777000003,0.5,Barrios Unidos,"AK 68 - AC 80, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68420000002,-74.0784999998,0.7,Barrios Unidos,"Barrios Unidos, Bogotá, Bogota, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68420000002,-74.0784999998,0.5,Barrios Unidos,"Barrios Unidos, Bogotá, Bogota, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68349999934,-74.0793000003,0.7,Barrios Unidos,"AK 68 - Cl 78, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68349999934,-74.0793000003,0.7,Barrios Unidos,"AK 68 - Cl 78, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6827000007,-74.0802999996,0.5,Barrios Unidos,"AK 68 - Cl 79D, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68219999969,-74.0810000002,0.5,Barrios Unidos,"AK 68 - Cl 78, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68139999919,-74.0818999996,0.7,Barrios Unidos,"AK 68 - Cl 76A, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68080000021,-74.0828,0.5,Barrios Unidos,"AK 68 - Cl 75A, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68080000021,-74.0828,0.5,Barrios Unidos,"AK 68 - Cl 75A, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6799999997,-74.0837000003,0.5,Barrios Unidos,"AK 68 - Cl 74A, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6799999997,-74.0837000003,0.5,Barrios Unidos,"AK 68 - Cl 74A, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67899999954,-74.0849000001,0.5,Barrios Unidos,"AK 68 - Cl 74A, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67860000022,-74.0851999996,0.2,Barrios Unidos,"AK 68 - Cl 73, Bogotá, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6780999992,-74.0855,0.2,Barrios Unidos,"AK 68 - Cl 72A, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6780999992,-74.0855,0.2,Barrios Unidos,"AK 68 - Cl 72A, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67699999921,-74.0861,0.7,Barrios Unidos,"Jose Joaquin Vargas, Bogotá, Bogota, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67650000006,-74.0864000004,0.5,Barrios Unidos,"AK 68 - Cl 67G, Bogotá, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67650000006,-74.0864000004,0.5,Barrios Unidos,"AK 68 - Cl 67G, Bogotá, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67579999939,-74.0867999997,0.5,Barrios Unidos,"AK 68 - Cl 67F, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67510000058,-74.0872,0.5,Barrios Unidos,"AK 68 - Cl 68B, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67510000058,-74.0872,0.5,Barrios Unidos,"AK 68 - Cl 68B, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67420000024,-74.0877,0.5,Barrios Unidos,"AK 68 - Cl 68B, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67339999974,-74.0882000001,0.5,Barrios Unidos,"AK 68 - Cl 68B, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67339999974,-74.0882000001,0.5,Barrios Unidos,"AK 68 - Cl 68B, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67219999991,-74.0888999999,0.2,Barrios Unidos,"AK 68 - Cl 64, Bogotá, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67109999992,-74.0895999996,0.5,Barrios Unidos,"AK 68 - AC 66, Bogotá, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67109999992,-74.0895999996,0.5,Barrios Unidos,"AK 68 - AC 66, Bogotá, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.67019999959,-74.0903000003,0.2,Barrios Unidos,"Barrios Unidos, Bogotá, Bogota, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.66909999959,-74.0910999998,0.5,Barrios Unidos,"AK 68 - AC 63, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.66909999959,-74.0910999998,0.5,Barrios Unidos,"AK 68 - AC 63, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.66809999943,-74.0919000003,0.5,Barrios Unidos,"AK 68 - AC 63, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6668999996,-74.0925000003,0.7,Barrios Unidos,"Br. La Esmeralda, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6668999996,-74.0925000003,0.7,Barrios Unidos,"Br. La Esmeralda, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6660999991,-74.0933999997,0.7,Barrios Unidos,"Br. La Esmeralda, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6660999991,-74.0933999997,0.7,Barrios Unidos,"Br. La Esmeralda, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68679999933,-74.0645000003,0.2,Barrios Unidos,"Rincon de Los Andes, Bogotá, Bogota, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68789999932,-74.0648999996,0.5,Barrios Unidos,"Rincon de Los Andes, Bogotá, Bogota, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.68889999948,-74.0653999997,0.2,Barrios Unidos,"Rincon de Los Andes, Bogotá, Bogota, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64670000039,-74.0784,0.2,Teusaquillo,"El Campin, Bogotá, Bogota, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64670000039,-74.0784,0.2,Teusaquillo,"El Campin, Bogotá, Bogota, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64580000006,-74.0785999997,0.2,Teusaquillo,"Campin B - 4, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64519999921,-74.0787000004,0.2,Teusaquillo,"Campin A - 4, Bogotá, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64440000057,-74.0785999997,0.2,Teusaquillo,"Campin A - 2, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6436999999,-74.0785999997,0.1,Teusaquillo,"Av. Nqs - Cl 53, Bogotá, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6436999999,-74.0785999997,0.1,Teusaquillo,"Av. Nqs - Cl 53, Bogotá, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64269999973,-74.0785999997,0.2,Teusaquillo,"Belalcazar, Bogotá, Bogota, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64140000008,-74.0788000003,0.2,Teusaquillo,"Av. Nqs - Cl 52, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64030000009,-74.0789000001,0.2,Teusaquillo,"Belalcazar, Bogotá, Bogota, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.63920000009,-74.0789999999,0.2,Teusaquillo,"Av. Nqs - Cl 48, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.63849999942,-74.0789999999,0.2,Teusaquillo,"Av. Nqs - Cl 48, Bogotá, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.63770000078,-74.0790999997,0.2,Teusaquillo,"Un. Nacional C - 3, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6370000001,-74.0790999997,0.2,Teusaquillo,"Un. Nacional B - 4 o 6, Bogotá, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.63590000011,-74.0790999997,0.1,Teusaquillo,"Av. Nqs - Cl 45A, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.63499999978,-74.0793000003,0.2,Teusaquillo,"Av. Nqs - Cl 45, Bogotá, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.63389999978,-74.0794000002,0.2,Teusaquillo,"Teusaquillo, Bogotá, Bogota, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6325000003,-74.0795,0.2,Teusaquillo,"AK 28 - Cl 40A-56, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.63159999996,-74.0795999998,0.1,Teusaquillo,"Av. Nqs - Cl 40A, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.63049999997,-74.0796999997,0.2,Teusaquillo,"Las Americas, Bogotá, Bogota, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.62939999998,-74.0799000002,0.2,Teusaquillo,"Las Americas, Bogotá, Bogota, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.62849999964,-74.0801999997,0.5,Teusaquillo,"NQS, Bogotá, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.62759999931,-74.0806,0.5,Teusaquillo,"Las Americas, Bogotá, Bogota, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.62670000084,-74.0811999999,0.2,Teusaquillo,"AC 26 - Av. Nqs, Bogotá, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.62600000016,-74.0816000002,0.2,Teusaquillo,"Usatama, Bogotá, Bogota, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.62519999966,-74.0822999999,0.1,Teusaquillo,"Av. Nqs - AC 25, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.65190000087,-74.0779999997,0.5,Teusaquillo,"El Campin, Bogotá, Bogota, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64039999992,-74.0665999996,0.1,Teusaquillo,"Quesada, Bogotá, Bogota, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64069999941,-74.0676999995,0.1,Teusaquillo,"Cl 53 - Kr 15, Bogotá, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64090000093,-74.0690000001,0.2,Teusaquillo,"parqueadero jp, Cra. 16 #52-46, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64110000059,-74.0705000004,0.2,Teusaquillo,"Quesada, Bogotá, Bogota, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64130000025,-74.0713,0.2,Teusaquillo,Sin dirección,0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64140000008,-74.0723000001,0.2,Teusaquillo,"Quesada, Bogotá, Bogota, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64159999974,-74.0730999997,0.1,Teusaquillo,"Movistar Ac 53, Ac 53, Bogotá, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64200000092,-74.0738000004,0.1,Teusaquillo,"AK 24 - AC 53, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64200000092,-74.0738000004,0.1,Teusaquillo,"AK 24 - AC 53, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6428999994,-74.0736999996,0.1,Teusaquillo,"AK 24 - AC 53, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6428999994,-74.0736999996,0.1,Teusaquillo,"AK 24 - AC 53, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64340000041,-74.0752999997,0.2,Teusaquillo,"Cl 53B - Tv 25, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64350000024,-74.0762,0.2,Teusaquillo,"Galerias, Bogotá, Bogota, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64379999973,-74.0773999998,0.2,Teusaquillo,"Galerias, Bogotá, Bogota, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64360000007,-74.0784999998,0.2,Teusaquillo,"Belalcazar, Bogotá, Bogota, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64210000075,-74.0784,0.2,Teusaquillo,"Belalcazar, Bogotá, Bogota, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64079999924,-74.0795999998,0.5,Teusaquillo,"Apartamentos Galerías, Ak 30, Bogotá, Colombia",0.9,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64169999957,-74.0805000002,0.5,Teusaquillo,"University City of Bogotá, Bogotá, Bogota, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64250000007,-74.0813999996,0.2,Teusaquillo,"University City of Bogotá, Bogotá, Bogota, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64340000041,-74.0824999996,0.2,Teusaquillo,"AC 53 - Kr 37, Bogotá, Colombia",0.9,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64399999939,-74.0833999999,0.2,Teusaquillo,"AC 53 - Kr 37A, Bogotá, Colombia",0.9,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64540000074,-74.0846999995,0.2,Teusaquillo,"AC 53 - Kr 46, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6464000009,-74.0859000003,0.2,Teusaquillo,"Rafael Nunez, Bogotá, Bogota, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64729999937,-74.0870000003,0.5,Teusaquillo,"AC 53 - AK 50, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64800000004,-74.0877999999,0.5,Teusaquillo,"La Esmeralda, Bogotá, Bogota, Colombia",0.5,0.8,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64860000089,-74.0887000002,0.2,Teusaquillo,"AC 53 - Kr 54, Bogotá, Colombia",0.5,0.4,official_bogota_security_points,2025-07-20T13:56:24.202499
4.6492999997,-74.0895999996,0.5,Teusaquillo,"AC 53 - Kr 54, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
4.64980000071,-74.0904000001,0.5,Teusaquillo,"AC 53 - Kr 57, Bogotá, Colombia",0.5,0.5,official_bogota_security_points,2025-07-20T13:56:24.202499
